代码,名称,综合评分,动量分,技术分,基本面分,量能分,风险分,板块,已持仓
000598,兴蓉环境,43.5,33.0,41.5,45.0,47.5,56.0,其他,False
600152,维科技术,43.4,49.7,46.5,50.0,32.5,20.0,其他,False
603895,天永智能,43.4,61.0,60.5,5.0,40.0,32.0,其他,False
000823,超声电子,43.4,44.9,46.5,20.0,70.0,40.0,其他,False
002425,凯撒文化,43.4,32.2,46.5,55.0,30.0,48.0,其他,False
002795,永和智控,43.4,39.3,46.5,60.0,37.5,20.0,其他,False
605228,神通科技,43.4,26.1,46.5,65.0,40.0,36.0,其他,False
003021,兆威机电,43.4,45.1,48.5,10.0,55.0,64.0,其他,False
000029,深深房Ａ,43.4,55.5,67.5,5.0,50.0,20.0,其他,False
603533,掌阅科技,43.4,17.1,46.5,75.0,37.5,40.0,其他,False
002474,榕基软件,43.3,37.8,55.5,35.0,40.0,40.0,其他,False
002647,仁东控股,43.3,37.0,46.5,70.0,25.0,20.0,其他,False
002441,众业达,43.3,42.8,55.5,20.0,32.5,60.0,其他,False
603257,中国瑞林,43.3,38.3,46.5,55.0,25.0,40.0,其他,False
600562,国睿科技,43.3,22.1,50.5,60.0,47.5,36.0,其他,False
002115,三维通信,43.3,37.0,46.5,65.0,25.0,28.0,其他,False
002243,力合科创,43.3,27.8,55.5,40.0,40.0,52.0,其他,False
000623,吉林敖东,43.3,31.0,50.5,45.0,40.0,48.0,其他,False
000762,西藏矿业,43.3,34.2,45.5,75.0,25.0,20.0,其他,False
000520,凤凰航运,43.3,27.0,39.0,65.0,40.0,48.0,其他,False
603839,安正时尚,43.2,29.4,43.5,60.0,32.5,48.0,其他,False
600489,中金黄金,43.2,18.7,41.5,85.0,40.0,28.0,有色金属,False
603977,国泰集团,43.2,35.9,56.5,25.0,57.5,40.0,其他,False
000608,阳光股份,43.2,36.6,67.5,15.0,50.0,40.0,其他,False
001358,兴欣新材,43.2,34.2,46.5,50.0,32.5,48.0,其他,False
600717,天津港,43.2,35.8,41.5,40.0,47.5,56.0,其他,False
600778,友好集团,43.2,30.8,46.5,50.0,40.0,48.0,其他,False
000921,海信家电,43.2,43.2,51.0,25.0,32.5,60.0,其他,False
000989,九芝堂,43.1,16.7,45.5,75.0,42.5,36.0,其他,False
600111,北方稀土,43.1,36.3,46.5,60.0,32.5,28.0,有色金属、金属新材料,False
002480,新筑股份,43.1,37.9,46.5,45.0,32.5,48.0,其他,False
600710,苏美达,43.1,30.8,52.5,45.0,47.5,36.0,其他,False
601368,绿城水务,43.1,30.0,34.5,70.0,32.5,48.0,其他,False
002376,新北洋,43.1,30.6,34.5,65.0,40.0,48.0,其他,False
600170,上海建工,43.1,27.3,38.5,60.0,37.5,56.0,其他,False
002695,煌上煌,43.1,39.0,46.5,45.0,30.0,48.0,其他,False
001324,长青科技,43.1,41.0,46.5,35.0,37.5,52.0,其他,False
603320,迪贝电气,43.1,47.2,56.5,5.0,40.0,64.0,其他,False
605099,共创草坪,43.1,32.9,46.5,70.0,32.5,20.0,其他,False
600283,钱江水利,43.1,34.9,44.5,30.0,45.0,68.0,其他,False
000791,甘肃能源,43.1,52.2,46.5,45.0,32.5,20.0,其他,False
603511,爱慕股份,43.1,31.8,46.5,40.0,40.0,60.0,其他,False
002151,北斗星通,43.1,28.4,46.5,70.0,32.5,28.0,其他,False
002412,汉森制药,43.0,37.0,46.5,50.0,25.0,48.0,其他,False
600928,西安银行,43.0,32.1,39.5,55.0,32.5,56.0,其他,False
601019,山东出版,43.0,26.4,43.5,40.0,47.5,68.0,其他,False
603167,渤海轮渡,43.0,36.0,61.5,5.0,47.5,68.0,其他,False
600884,杉杉股份,43.0,33.0,53.5,55.0,32.5,28.0,其他,False
002590,万安科技,43.0,34.2,55.5,25.0,40.0,60.0,其他,False
002622,皓宸医疗,43.0,33.6,46.5,45.0,40.0,48.0,其他,False
002034,旺能环境,43.0,47.3,60.5,15.0,40.0,40.0,其他,False
002066,瑞泰科技,43.0,59.9,63.5,5.0,32.5,32.0,其他,False
000402,金 融 街,43.0,43.9,46.5,55.0,32.5,20.0,其他,False
600009,上海机场,42.9,26.2,41.5,55.0,40.0,56.0,其他,False
600055,万东医疗,42.9,28.4,61.5,25.0,65.0,36.0,其他,False
002812,恩捷股份,42.9,27.2,46.5,70.0,42.5,20.0,其他,False
601158,重庆水务,42.9,32.9,34.5,60.0,32.5,56.0,其他,False
600743,华远控股,42.9,43.1,46.5,55.0,25.0,28.0,其他,False
605208,永茂泰,42.9,33.1,46.5,55.0,32.5,40.0,其他,False
600755,厦门国贸,42.9,30.4,34.5,60.0,37.5,56.0,其他,False
601996,丰林集团,42.9,45.2,46.5,45.0,32.5,32.0,其他,False
000539,粤电力Ａ,42.9,51.2,46.5,50.0,25.0,20.0,其他,False
603808,歌力思,42.9,26.6,48.5,65.0,30.0,36.0,其他,False
600499,科达制造,42.9,28.8,49.5,65.0,32.5,28.0,其他,False
601058,赛轮轮胎,42.9,32.1,40.5,45.0,55.0,48.0,其他,False
002701,奥瑞金,42.8,26.0,33.5,75.0,32.5,48.0,其他,False
002461,珠江啤酒,42.8,33.7,45.5,50.0,32.5,48.0,其他,False
603768,常青股份,42.8,32.7,46.5,45.0,40.0,48.0,其他,False
002608,江苏国信,42.8,43.7,55.5,25.0,40.0,40.0,其他,False
000703,恒逸石化,42.8,28.8,50.5,70.0,30.0,20.0,其他,False
600338,西藏珠峰,42.8,24.6,45.5,80.0,32.5,20.0,铜、有色金属,False
601333,广深铁路,42.8,36.4,38.5,50.0,32.5,56.0,其他,False
603193,润本股份,42.8,30.4,50.5,60.0,25.0,36.0,其他,False
600982,宁波能源,42.8,50.9,46.5,50.0,25.0,20.0,其他,False
000900,现代投资,42.8,33.6,38.5,40.0,55.0,56.0,其他,False
001268,联合精密,42.7,63.7,39.5,5.0,37.5,64.0,其他,False
002722,物产金轮,42.7,25.1,43.5,60.0,37.5,48.0,其他,False
002729,好利科技,42.7,46.4,67.5,10.0,32.5,40.0,其他,False
605122,四方新材,42.7,43.7,46.5,35.0,32.5,48.0,其他,False
002210,飞马国际,42.7,27.3,53.5,65.0,25.0,28.0,其他,False
600185,珠免集团,42.7,22.1,34.5,75.0,37.5,48.0,其他,False
600167,联美控股,42.7,41.3,46.5,15.0,57.5,60.0,其他,False
002275,桂林三金,42.7,28.9,34.5,65.0,40.0,48.0,其他,False
000301,东方盛虹,42.7,31.7,43.5,50.0,40.0,48.0,其他,False
600215,派斯林,42.7,34.3,61.5,20.0,32.5,60.0,其他,False
600153,建发股份,42.7,43.9,46.5,35.0,32.5,48.0,其他,False
603052,可川科技,42.6,62.1,46.5,25.0,40.0,20.0,其他,False
601339,百隆东方,42.6,34.2,50.5,55.0,32.5,28.0,其他,False
601330,绿色动力,42.6,42.0,46.5,50.0,32.5,28.0,其他,False
001205,盛航股份,42.6,35.8,46.5,40.0,40.0,48.0,其他,False
002453,华软科技,42.6,62.0,46.5,5.0,47.5,44.0,其他,False
600989,宝丰能源,42.6,21.7,38.5,80.0,42.5,28.0,其他,False
002167,东方锆业,42.6,37.9,40.5,35.0,65.0,40.0,有色金属,False
000663,永安林业,42.6,29.4,46.5,50.0,37.5,48.0,其他,False
603950,长源东谷,42.6,63.0,46.5,25.0,25.0,32.0,其他,False
000514,渝 开 发,42.6,22.3,46.5,70.0,32.5,36.0,其他,False
603536,惠发食品,42.6,30.6,43.5,55.0,32.5,48.0,其他,False
000881,中广核技,42.5,35.5,46.5,40.0,40.0,48.0,其他,False
002997,瑞鹄模具,42.5,31.5,39.0,60.0,40.0,40.0,其他,False
003029,吉大正元,42.5,27.2,34.5,60.0,50.0,48.0,其他,False
603660,苏州科达,42.5,63.3,46.5,15.0,40.0,32.0,其他,False
600063,皖维高新,42.5,39.1,40.5,20.0,77.5,48.0,其他,False
000526,学大教育,42.5,21.4,46.5,75.0,25.0,36.0,其他,False
002596,海南瑞泽,42.5,38.2,55.5,35.0,32.5,40.0,其他,False
601211,国泰海通,42.5,19.6,38.5,70.0,32.5,56.0,其他,False
002607,中公教育,42.5,27.4,34.5,75.0,37.5,36.0,其他,False
002890,弘宇股份,42.5,34.3,46.5,40.0,42.5,48.0,其他,False
605136,丽人丽妆,42.5,20.5,43.5,65.0,50.0,36.0,其他,False
002568,百润股份,42.5,34.4,39.0,55.0,42.5,40.0,其他,False
000001,平安银行,42.5,32.2,45.5,40.0,40.0,56.0,其他,False
600035,楚天高速,42.4,36.5,55.5,10.0,32.5,80.0,其他,False
603309,维力医疗,42.4,36.2,34.5,45.0,55.0,48.0,其他,False
002028,思源电气,42.4,32.4,40.5,60.0,47.5,28.0,其他,False
002721,金一文化,42.4,27.0,34.5,70.0,32.5,48.0,其他,False
000650,仁和药业,42.4,26.9,38.5,60.0,32.5,56.0,其他,False
603682,锦和商管,42.4,54.4,46.5,40.0,30.0,20.0,其他,False
600744,华银电力,42.4,46.5,46.5,50.0,30.0,20.0,其他,False
603301,振德医疗,42.3,32.4,46.5,40.0,45.0,48.0,其他,False
002046,国机精工,42.3,52.0,46.5,10.0,70.0,32.0,其他,False
600211,西藏药业,42.3,27.0,46.5,50.0,40.0,48.0,其他,False
002756,永兴材料,42.3,30.3,45.5,70.0,32.5,20.0,其他,False
600461,洪城环境,42.3,43.5,58.5,10.0,32.5,60.0,其他,False
600131,国网信通,42.3,34.9,55.5,5.0,65.0,60.0,其他,False
000589,贵州轮胎,42.3,38.4,38.5,50.0,32.5,48.0,其他,False
600795,国电电力,42.3,43.3,55.5,5.0,47.5,60.0,其他,False
603172,万丰股份,42.3,22.9,39.0,70.0,40.0,40.0,其他,False
001317,三羊马,42.3,46.5,46.5,35.0,32.5,40.0,其他,False
002842,翔鹭钨业,42.2,22.8,34.5,95.0,30.0,20.0,有色金属、工业金属,False
000750,国海证券,42.2,32.0,34.5,60.0,37.5,48.0,其他,False
003010,若羽臣,42.2,11.8,33.5,95.0,37.5,36.0,其他,False
002316,亚联发展,42.2,43.5,46.5,5.0,65.0,60.0,其他,False
601009,南京银行,42.2,30.9,45.5,45.0,32.5,56.0,其他,False
000050,深天马Ａ,42.2,33.7,57.0,5.0,85.0,40.0,其他,False
600198,大唐电信,42.1,36.1,46.5,55.0,32.5,28.0,其他,False
603042,华脉科技,42.1,36.0,46.5,55.0,32.5,28.0,其他,False
603176,汇通集团,42.1,35.3,46.5,30.0,40.0,60.0,其他,False
600052,东望时代,42.1,46.3,51.0,5.0,57.5,52.0,其他,False
603080,新疆火炬,42.1,36.6,55.5,25.0,40.0,48.0,其他,False
000690,宝新能源,42.1,41.6,46.5,40.0,32.5,40.0,其他,False
000758,中色股份,42.1,38.7,46.5,30.0,55.0,40.0,有色金属,False
000630,铜陵有色,42.1,35.8,34.5,35.0,77.5,40.0,铜、有色金属、工业金属,False
603500,祥和实业,42.1,21.8,61.5,30.0,50.0,48.0,其他,False
600917,重庆燃气,42.1,34.1,55.5,25.0,45.0,48.0,其他,False
600527,江南高纤,42.1,37.0,53.5,50.0,32.5,20.0,其他,False
003003,天元股份,42.1,29.2,43.5,50.0,40.0,48.0,其他,False
603901,永创智能,42.1,18.2,46.5,60.0,40.0,48.0,其他,False
600600,青岛啤酒,42.1,33.5,33.5,45.0,37.5,68.0,其他,False
002331,皖通科技,42.1,45.4,46.5,35.0,32.5,40.0,其他,False
600312,平高电气,42.1,38.8,46.5,30.0,55.0,40.0,其他,False
002471,中超控股,42.0,21.7,44.5,60.0,57.5,28.0,其他,False
000531,穗恒运Ａ,42.0,45.1,46.5,35.0,32.5,40.0,其他,False
600595,中孚实业,42.0,19.4,40.5,70.0,55.0,28.0,有色金属、工业金属,False
600121,郑州煤电,42.0,40.1,43.5,5.0,85.0,52.0,其他,False
000863,三湘印象,42.0,49.8,55.5,10.0,40.0,44.0,其他,False
000975,山金国际,42.0,9.9,41.5,90.0,40.0,28.0,其他,False
002990,盛视科技,42.0,67.5,46.5,15.0,40.0,20.0,其他,False
601179,中国西电,42.0,33.9,53.5,50.0,30.0,28.0,其他,False
002378,章源钨业,41.9,24.2,34.5,90.0,32.5,20.0,铜、有色金属,False
600712,南宁百货,41.9,36.8,34.5,55.0,32.5,48.0,其他,False
600918,中泰证券,41.9,26.2,38.5,55.0,37.5,56.0,其他,False
000550,江铃汽车,41.9,27.1,50.5,55.0,32.5,36.0,其他,False
000155,川能动力,41.9,21.9,45.5,75.0,30.0,28.0,其他,False
002476,宝莫股份,41.9,30.5,34.5,60.0,37.5,48.0,其他,False
600266,城建发展,41.9,34.4,34.5,55.0,37.5,48.0,其他,False
002495,佳隆股份,41.9,34.4,34.5,55.0,37.5,48.0,其他,False
603097,江苏华辰,41.9,34.4,54.5,5.0,77.5,48.0,其他,False
002998,优彩资源,41.8,35.1,46.5,50.0,40.0,28.0,其他,False
002515,金字火腿,41.8,55.1,58.5,10.0,47.5,20.0,其他,False
601136,首创证券,41.8,22.3,33.5,70.0,40.0,48.0,其他,False
002522,浙江众成,41.8,50.9,46.5,40.0,32.5,20.0,其他,False
002936,郑州银行,41.8,33.7,31.5,40.0,47.5,68.0,其他,False
603848,好太太,41.8,27.2,46.5,65.0,32.5,28.0,其他,False
600665,天地源,41.8,40.2,52.5,5.0,77.5,40.0,其他,False
603048,浙江黎明,41.8,28.9,43.5,50.0,37.5,48.0,其他,False
002900,哈三联,41.8,28.4,34.5,65.0,32.5,48.0,其他,False
601766,中国中车,41.7,28.7,41.5,50.0,32.5,56.0,新能源汽车,False
600105,永鼎股份,41.7,50.5,46.5,40.0,32.5,20.0,其他,False
000507,珠海港,41.7,36.8,55.5,10.0,47.5,60.0,其他,False
603605,珀莱雅,41.7,29.9,40.5,35.0,65.0,48.0,其他,False
002940,昂利康,41.7,29.6,63.5,40.0,40.0,20.0,其他,False
600519,贵州茅台,41.7,23.7,33.5,70.0,40.0,44.0,白酒,False
600549,厦门钨业,41.7,14.3,44.5,85.0,30.0,28.0,有色金属、金属新材料,False
600425,青松建化,41.7,27.0,31.5,65.0,32.5,56.0,其他,False
603018,华设集团,41.7,33.4,46.5,35.0,32.5,60.0,其他,False
603617,君禾股份,41.7,32.1,46.5,40.0,40.0,48.0,其他,False
600941,中国移动,41.6,36.7,46.5,25.0,32.5,68.0,其他,False
002468,申通快递,41.6,34.2,34.5,65.0,32.5,36.0,其他,False
603606,东方电缆,41.6,23.1,41.5,70.0,32.5,36.0,其他,False
601360,三六零,41.6,27.6,34.5,65.0,32.5,48.0,其他,False
600604,市北高新,41.6,39.1,51.5,10.0,85.0,28.0,其他,False
002557,洽洽食品,41.6,25.3,39.5,70.0,32.5,36.0,其他,False
603565,中谷物流,41.6,28.6,30.5,60.0,47.5,48.0,其他,False
000970,中科三环,41.6,27.9,46.5,45.0,40.0,48.0,磁性材料,False
600770,综艺股份,41.6,50.5,53.5,35.0,25.0,20.0,其他,False
600298,安琪酵母,41.6,26.2,40.5,50.0,47.5,48.0,其他,False
002047,宝鹰股份,41.6,26.0,46.5,50.0,57.5,28.0,其他,False
600559,老白干酒,41.5,25.9,41.5,55.0,37.5,48.0,白酒,False
002386,天原股份,41.5,33.9,45.5,55.0,25.0,36.0,其他,False
603351,威尔药业,41.5,32.5,46.5,40.0,37.5,48.0,其他,False
002448,中原内配,41.5,21.8,46.5,70.0,32.5,28.0,其他,False
601377,兴业证券,41.5,28.8,34.5,60.0,37.5,48.0,其他,False
600830,香溢融通,41.5,29.4,46.5,65.0,25.0,28.0,其他,False
601519,大智慧,41.5,31.3,46.5,30.0,65.0,40.0,其他,False
601107,四川成渝,41.5,36.3,39.0,35.0,40.0,60.0,其他,False
002996,顺博合金,41.5,33.7,40.5,40.0,47.5,48.0,其他,False
000037,深南电A,41.5,21.7,46.5,75.0,25.0,28.0,其他,False
002730,电光科技,41.5,62.2,46.5,30.0,22.5,20.0,其他,False
000751,锌业股份,41.5,29.5,46.5,60.0,32.5,28.0,其他,False
002602,世纪华通,41.5,10.4,38.5,95.0,32.5,28.0,其他,False
002347,泰尔股份,41.5,27.9,55.5,25.0,40.0,60.0,其他,False
000651,格力电器,41.5,39.4,43.5,25.0,32.5,68.0,其他,False
001279,强邦新材,41.5,33.6,55.5,25.0,50.0,40.0,其他,False
002648,卫星化学,41.5,23.3,50.5,60.0,37.5,28.0,其他,False
002849,威星智能,41.5,37.0,46.5,30.0,40.0,52.0,其他,False
603217,元利科技,41.4,37.0,46.5,50.0,32.5,28.0,其他,False
002215,诺 普 信,41.4,12.2,33.5,90.0,37.5,36.0,其他,False
002014,永新股份,41.4,26.6,34.5,60.0,32.5,56.0,其他,False
001209,洪兴股份,41.4,30.7,46.5,45.0,32.5,48.0,其他,False
002833,弘亚数控,41.4,41.1,46.5,45.0,32.5,28.0,其他,False
600358,国旅联合,41.4,29.9,46.5,60.0,40.0,20.0,其他,False
001312,福恩股份,41.4,50.0,50.0,25.0,30.0,36.0,其他,False
600502,安徽建工,41.4,29.9,53.5,45.0,32.5,36.0,其他,False
002191,劲嘉股份,41.4,38.4,46.5,35.0,32.5,48.0,其他,False
002926,华西证券,41.4,31.9,38.5,55.0,30.0,48.0,其他,False
603170,宝立食品,41.3,30.5,41.5,50.0,47.5,36.0,其他,False
000812,陕西金叶,41.3,35.4,44.5,25.0,45.0,60.0,其他,False
002919,名臣健康,41.3,50.4,39.0,35.0,40.0,32.0,其他,False
601038,一拖股份,41.3,35.8,34.5,50.0,37.5,48.0,其他,False
601456,国联民生,41.3,31.5,38.5,55.0,30.0,48.0,其他,False
600078,澄星股份,41.3,41.0,46.5,50.0,32.5,20.0,其他,False
002498,汉缆股份,41.3,44.4,46.5,50.0,25.0,20.0,其他,False
600590,泰豪科技,41.3,23.8,53.5,60.0,37.5,20.0,其他,False
603897,长城科技,41.3,50.6,46.5,25.0,40.0,32.0,其他,False
002517,恺英网络,41.2,13.5,41.5,80.0,32.5,36.0,其他,False
605259,绿田机械,41.2,29.2,57.0,5.0,77.5,48.0,其他,False
000620,盈新发展,41.2,44.3,67.5,5.0,32.5,40.0,其他,False
605299,舒华体育,41.2,31.0,45.5,65.0,30.0,20.0,其他,False
601083,锦江航运,41.2,32.0,44.5,25.0,65.0,48.0,其他,False
605189,富春染织,41.2,25.2,46.5,65.0,40.0,20.0,其他,False
603556,海兴电力,41.2,21.1,43.5,40.0,65.0,48.0,其他,False
601696,中银证券,41.2,27.7,34.5,60.0,37.5,48.0,其他,False
600406,国电南瑞,41.2,34.8,46.5,40.0,30.0,48.0,其他,False
603091,众鑫股份,41.1,19.8,46.5,55.0,57.5,28.0,其他,False
601866,中远海发,41.1,35.1,34.5,25.0,65.0,60.0,其他,False
603288,海天味业,41.1,27.8,33.5,60.0,42.5,44.0,其他,False
000719,中原传媒,41.1,33.4,46.5,40.0,32.5,48.0,其他,False
601069,西部黄金,41.1,13.9,41.5,80.0,40.0,28.0,有色金属,False
601077,渝农商行,41.1,33.0,44.5,40.0,37.5,48.0,其他,False
002521,齐峰新材,41.1,30.6,37.5,35.0,65.0,48.0,其他,False
002479,富春环保,41.1,29.7,34.5,60.0,32.5,48.0,其他,False
002429,兆驰股份,41.1,53.4,46.5,25.0,32.5,32.0,其他,False
002250,联化科技,41.1,23.8,44.5,65.0,37.5,28.0,其他,False
002256,兆新股份,41.1,55.4,46.5,35.0,25.0,20.0,其他,False
603076,乐惠国际,41.1,24.2,50.5,65.0,32.5,20.0,其他,False
000679,大连友谊,41.1,33.7,46.5,35.0,40.0,48.0,其他,False
000626,远大控股,41.1,27.5,50.5,60.0,25.0,28.0,其他,False
002120,韵达股份,41.0,32.1,45.5,50.0,32.5,36.0,其他,False
000717,中南股份,41.0,24.8,31.5,65.0,40.0,48.0,其他,False
600158,中体产业,41.0,29.3,46.5,60.0,37.5,20.0,其他,False
603209,兴通股份,41.0,31.7,44.5,35.0,47.5,48.0,其他,False
600820,隧道股份,41.0,30.4,44.5,5.0,77.5,68.0,其他,False
601998,中信银行,41.0,31.4,45.5,40.0,37.5,48.0,其他,False
002402,和而泰,41.0,29.3,46.5,40.0,40.0,48.0,其他,False
603636,南威软件,41.0,46.2,67.5,10.0,40.0,20.0,其他,False
000403,派林生物,41.0,26.9,57.0,10.0,85.0,36.0,其他,False
000008,神州高铁,41.0,29.0,46.5,45.0,32.5,48.0,其他,False
600926,杭州银行,40.9,32.0,36.5,45.0,37.5,56.0,其他,False
603004,鼎龙科技,40.9,22.4,55.5,35.0,42.5,48.0,其他,False
000631,顺发恒能,40.9,35.5,55.5,10.0,65.0,40.0,其他,False
000729,燕京啤酒,40.9,33.4,27.5,60.0,37.5,48.0,其他,False
603015,弘讯科技,40.9,36.2,55.5,10.0,55.0,48.0,其他,False
600135,乐凯胶片,40.9,39.9,46.5,45.0,30.0,28.0,其他,False
003011,海象新材,40.9,33.5,51.5,10.0,77.5,40.0,其他,False
002159,三特索道,40.9,22.1,51.5,50.0,40.0,36.0,其他,False
605289,罗曼股份,40.9,21.2,46.5,70.0,37.5,20.0,其他,False
600598,北大荒,40.9,30.3,31.5,65.0,40.0,36.0,其他,False
600072,中船科技,40.9,24.6,46.5,65.0,30.0,28.0,其他,False
000818,航锦科技,40.9,31.0,63.0,35.0,40.0,20.0,其他,False
601788,光大证券,40.8,25.1,31.5,65.0,37.5,48.0,其他,False
002818,富森美,40.8,40.1,43.5,35.0,30.0,48.0,其他,False
600851,海欣股份,40.8,35.9,44.5,20.0,70.0,40.0,其他,False
605319,无锡振华,40.8,24.4,46.5,45.0,40.0,48.0,其他,False
600007,中国国贸,40.8,35.4,56.5,15.0,32.5,60.0,其他,False
601328,交通银行,40.8,33.6,40.5,40.0,32.5,56.0,其他,False
600300,维维股份,40.8,29.4,33.5,60.0,32.5,48.0,其他,False
603777,来伊份,40.8,68.8,39.0,10.0,37.5,32.0,其他,False
600099,林海股份,40.8,23.2,43.5,60.0,37.5,36.0,其他,False
002303,美盈森,40.7,36.2,55.5,10.0,40.0,60.0,其他,False
002497,雅化集团,40.7,17.0,45.5,70.0,37.5,28.0,有色金属,False
603488,展鹏科技,40.7,45.4,56.5,25.0,37.5,20.0,其他,False
002700,万憬能源,40.7,41.8,46.5,5.0,42.5,72.0,其他,False
002352,顺丰控股,40.7,30.1,41.5,40.0,37.5,56.0,其他,False
601016,节能风电,40.7,65.7,46.5,15.0,32.5,20.0,其他,False
001219,青岛食品,40.7,25.8,50.5,50.0,32.5,36.0,其他,False
600281,华阳新材,40.7,21.5,34.5,65.0,37.5,48.0,其他,False
002824,和胜股份,40.7,26.5,46.5,65.0,32.5,20.0,铜,False
002865,钧达股份,40.7,54.1,39.0,35.0,40.0,20.0,其他,False
002863,今飞凯达,40.6,27.6,34.5,55.0,40.0,48.0,其他,False
000920,沃顿科技,40.6,30.3,44.5,30.0,55.0,48.0,其他,False
000776,广发证券,40.6,26.8,38.5,65.0,30.0,36.0,其他,False
605499,东鹏饮料,40.6,12.0,33.5,80.0,65.0,20.0,其他,False
002688,金河生物,40.6,31.4,34.5,55.0,32.5,48.0,其他,False
601008,连云港,40.6,28.6,34.5,50.0,37.5,56.0,其他,False
001322,箭牌家居,40.6,25.3,55.5,30.0,42.5,48.0,其他,False
600351,亚宝药业,40.6,34.6,50.5,35.0,25.0,48.0,其他,False
002956,西麦食品,40.5,8.8,45.5,85.0,37.5,20.0,其他,False
001333,光华股份,40.5,43.6,55.5,5.0,40.0,52.0,其他,False
603917,合力科技,40.5,26.4,51.5,40.0,40.0,40.0,其他,False
601088,中国神华,40.5,36.9,43.5,25.0,50.0,48.0,其他,False
603191,望变电气,40.5,33.8,55.5,25.0,40.0,40.0,其他,False
603836,海程邦达,40.4,34.3,46.5,35.0,32.5,48.0,其他,False
603700,宁水集团,40.4,22.2,27.5,70.0,40.0,48.0,其他,False
000910,大亚圣象,40.4,35.9,61.5,5.0,55.0,40.0,其他,False
000828,东莞控股,40.4,31.9,34.5,45.0,37.5,56.0,其他,False
000922,佳电股份,40.4,25.1,46.5,50.0,57.5,20.0,其他,False
603909,建发合诚,40.4,25.5,43.5,50.0,32.5,48.0,其他,False
000570,苏常柴Ａ,40.4,28.5,46.5,50.0,32.5,36.0,其他,False
600901,江苏金租,40.4,23.8,50.5,45.0,42.5,36.0,其他,False
600688,上海石化,40.4,30.4,46.5,40.0,32.5,48.0,其他,False
600776,东方通信,40.4,21.5,53.5,60.0,25.0,28.0,其他,False
002029,七 匹 狼,40.4,18.8,50.5,60.0,37.5,28.0,其他,False
002141,贤丰控股,40.3,32.5,40.5,35.0,47.5,48.0,其他,False
601011,宝泰隆,40.3,19.4,44.5,50.0,42.5,48.0,其他,False
603579,荣泰健康,40.3,28.4,46.5,50.0,32.5,36.0,其他,False
603687,大胜达,40.3,48.0,42.5,20.0,57.5,28.0,其他,False
603860,中公高科,40.3,26.4,43.5,45.0,37.5,48.0,其他,False
600674,川投能源,40.3,40.6,46.5,15.0,37.5,60.0,其他,False
603722,阿科力,40.3,35.5,46.5,35.0,37.5,40.0,其他,False
000877,天山股份,40.3,31.6,44.5,5.0,77.5,60.0,其他,False
002033,丽江股份,40.3,13.4,45.5,75.0,25.0,36.0,其他,False
600196,复星医药,40.3,23.3,38.5,55.0,30.0,56.0,其他,False
600992,贵绳股份,40.2,30.4,55.5,20.0,40.0,52.0,其他,False
001896,豫能控股,40.2,53.5,46.5,5.0,70.0,20.0,其他,False
603778,国晟科技,40.2,37.6,42.5,55.0,30.0,20.0,其他,False
002295,精艺股份,40.2,34.8,46.5,30.0,37.5,48.0,铜,False
001230,劲旅环境,40.2,28.6,46.5,50.0,40.0,28.0,其他,False
600685,中船防务,40.2,24.8,31.5,65.0,32.5,48.0,其他,False
600879,航天电子,40.2,21.0,53.5,55.0,32.5,28.0,其他,False
600156,华升股份,40.2,63.4,39.0,20.0,40.0,20.0,其他,False
600750,华润江中,40.2,23.0,40.5,50.0,55.0,36.0,其他,False
000978,桂林旅游,40.2,22.5,40.5,60.0,40.0,36.0,其他,False
600874,创业环保,40.2,30.4,41.5,40.0,32.5,56.0,其他,False
603201,常润股份,40.2,29.8,55.5,25.0,37.5,48.0,其他,False
603214,爱婴室,40.1,25.8,34.5,55.0,40.0,48.0,其他,False
002939,长城证券,40.1,28.9,46.5,40.0,32.5,48.0,其他,False
002123,梦网科技,40.1,33.5,55.5,5.0,70.0,40.0,其他,False
