代码,名称,综合评分,动量分,技术分,基本面分,量能分,风险分,板块,已持仓
000576,甘化科工,32.8,12.3,38.5,40.0,32.5,36.0,其他,False
601099,太平洋,32.8,24.1,41.5,10.0,37.5,48.0,其他,False
002696,百洋股份,32.8,20.9,31.5,30.0,32.5,48.0,其他,False
002953,日丰股份,32.8,21.8,34.5,25.0,32.5,48.0,其他,False
003005,竞业达,32.8,14.0,34.5,40.0,37.5,36.0,其他,False
600062,华润双鹤,32.8,26.7,33.5,15.0,32.5,56.0,其他,False
600271,航天信息,32.8,22.1,34.5,25.0,32.5,48.0,其他,False
600702,舍得酒业,32.8,20.5,41.5,20.0,42.5,36.0,白酒,False
600212,绿能慧充,32.8,13.5,41.5,40.0,32.5,28.0,其他,False
600805,悦达投资,32.8,21.7,38.5,20.0,32.5,48.0,其他,False
001323,慕思股份,32.8,11.8,38.5,30.0,50.0,36.0,其他,False
001278,一彬科技,32.8,24.4,46.5,20.0,32.5,28.0,其他,False
002813,路畅科技,32.8,21.4,46.5,25.0,30.0,28.0,其他,False
002835,同为股份,32.8,18.6,31.5,30.0,37.5,48.0,其他,False
002541,鸿路钢构,32.8,16.8,34.5,45.0,32.5,28.0,其他,False
600754,锦江酒店,32.7,8.1,22.5,55.0,50.0,36.0,其他,False
601155,新城控股,32.7,18.6,34.5,30.0,52.5,28.0,其他,False
601218,吉鑫科技,32.7,20.6,41.5,35.0,25.0,28.0,其他,False
002315,焦点科技,32.7,4.5,43.5,40.0,37.5,36.0,其他,False
002614,奥佳华,32.7,16.9,41.5,30.0,32.5,36.0,其他,False
600763,通策医疗,32.7,13.1,33.5,45.0,32.5,36.0,其他,False
601065,江盐集团,32.6,26.5,36.5,10.0,32.5,56.0,其他,False
000524,岭南控股,32.6,13.2,33.5,40.0,40.0,36.0,其他,False
002264,新 华 都,32.6,7.0,31.5,50.0,40.0,36.0,其他,False
603707,健友股份,32.6,17.7,36.5,25.0,40.0,44.0,其他,False
603028,赛福天,32.6,36.3,39.0,5.0,32.5,40.0,其他,False
600373,中文传媒,32.6,22.2,41.5,10.0,40.0,48.0,其他,False
000753,漳州发展,32.6,20.0,41.5,30.0,25.0,36.0,其他,False
000902,新洋丰,32.6,23.4,38.5,25.0,32.5,36.0,其他,False
600997,开滦股份,32.6,27.2,41.5,5.0,37.5,48.0,其他,False
000983,山西焦煤,32.5,31.5,41.5,10.0,32.5,36.0,其他,False
605005,合兴股份,32.5,24.6,34.5,25.0,37.5,36.0,其他,False
000948,南天信息,32.5,20.7,34.5,25.0,32.5,48.0,其他,False
002252,上海莱士,32.5,22.0,38.5,10.0,37.5,56.0,其他,False
002268,电科网安,32.5,21.8,34.5,10.0,55.0,48.0,其他,False
600261,阳光照明,32.5,25.5,40.5,10.0,47.5,36.0,其他,False
600855,航天长峰,32.5,15.4,46.5,30.0,32.5,28.0,其他,False
002839,张家港行,32.5,23.6,33.5,25.0,32.5,44.0,其他,False
001221,悍高集团,32.5,12.0,41.5,45.0,25.0,28.0,其他,False
000661,长春高新,32.5,20.2,41.5,20.0,40.0,36.0,其他,False
603185,弘元绿能,32.5,4.0,34.5,55.0,40.0,28.0,其他,False
600853,龙建股份,32.5,19.2,34.5,35.0,32.5,36.0,其他,False
600715,文投控股,32.5,23.6,44.5,10.0,30.0,48.0,其他,False
000785,居然智家,32.5,24.1,44.5,5.0,37.5,48.0,其他,False
601186,中国铁建,32.5,24.6,38.5,5.0,40.0,56.0,其他,False
600606,绿地控股,32.4,35.5,46.5,5.0,30.0,28.0,其他,False
003020,立方制药,32.4,11.0,38.5,35.0,40.0,36.0,其他,False
000530,冰山冷热,32.4,24.1,46.5,5.0,32.5,48.0,其他,False
600960,渤海汽车,32.4,22.5,44.5,5.0,40.0,48.0,其他,False
600843,上工申贝,32.4,16.1,55.5,5.0,30.0,48.0,其他,False
002003,伟星股份,32.4,23.1,31.5,25.0,32.5,48.0,其他,False
600493,凤竹纺织,32.4,24.3,34.5,20.0,32.5,48.0,其他,False
001395,亚联机械,32.3,24.7,41.5,10.0,32.5,48.0,其他,False
600420,国药现代,32.3,24.6,33.5,10.0,40.0,56.0,其他,False
600664,哈药股份,32.3,22.8,41.5,25.0,25.0,36.0,其他,False
601005,重庆钢铁,32.3,27.9,31.5,5.0,32.5,68.0,其他,False
000655,金岭矿业,32.3,17.2,41.5,20.0,45.0,36.0,其他,False
601616,广电电气,32.3,20.3,34.5,30.0,32.5,40.0,其他,False
603238,诺邦股份,32.3,14.7,38.5,40.0,32.5,28.0,其他,False
600129,太极集团,32.3,22.1,41.5,10.0,37.5,48.0,其他,False
601800,中国交建,32.3,12.9,33.5,35.0,37.5,44.0,其他,False
601857,中国石油,32.3,25.4,31.5,25.0,40.0,36.0,其他,False
603568,伟明环保,32.3,16.2,47.5,15.0,42.5,36.0,其他,False
605158,华达新材,32.2,29.7,46.5,20.0,25.0,20.0,其他,False
603355,莱克电气,32.2,30.7,46.5,10.0,30.0,28.0,其他,False
601236,红塔证券,32.2,24.3,38.5,10.0,30.0,56.0,其他,False
600693,东百集团,32.2,6.1,38.5,50.0,32.5,28.0,其他,False
600495,晋西车轴,32.2,23.7,41.5,5.0,32.5,56.0,其他,False
600048,保利发展,32.2,29.3,46.5,5.0,32.5,36.0,其他,False
002895,川恒股份,32.2,17.4,38.5,35.0,25.0,36.0,其他,False
000096,广聚能源,32.1,18.3,33.5,35.0,32.5,36.0,其他,False
600501,航天晨光,32.1,7.3,38.5,45.0,37.5,28.0,其他,False
600663,陆家嘴,32.1,21.1,50.5,15.0,32.5,28.0,其他,False
000020,深华发Ａ,32.1,17.2,36.5,35.0,37.5,28.0,其他,False
605188,国光连锁,32.1,7.8,33.5,50.0,30.0,36.0,其他,False
603988,中电电机,32.1,10.8,41.5,40.0,32.5,28.0,其他,False
003042,中农联合,32.1,20.7,31.5,30.0,40.0,36.0,其他,False
603519,立霸股份,32.1,28.4,43.5,5.0,40.0,36.0,其他,False
600616,金枫酒业,32.1,27.6,31.5,15.0,37.5,48.0,其他,False
600613,神奇制药,32.1,22.7,38.5,15.0,32.5,48.0,其他,False
002679,福建金森,32.1,17.2,26.5,35.0,50.0,36.0,其他,False
000825,太钢不锈,32.1,19.3,44.5,20.0,32.5,36.0,其他,False
601528,瑞丰银行,32.1,27.4,33.5,10.0,32.5,56.0,其他,False
603187,海容冷链,32.1,18.3,41.5,25.0,32.5,36.0,其他,False
002707,众信旅游,32.1,18.7,41.5,20.0,40.0,36.0,其他,False
600774,汉商集团,32.0,19.0,38.5,15.0,40.0,48.0,其他,False
600794,保税科技,32.0,26.1,38.5,10.0,32.5,48.0,其他,False
002627,三峡旅游,32.0,20.8,38.5,25.0,32.5,36.0,其他,False
000915,华特达因,32.0,22.1,34.5,20.0,25.0,56.0,其他,False
000889,中嘉博创,32.0,24.8,46.5,25.0,25.0,20.0,其他,False
601216,君正集团,32.0,34.4,34.5,5.0,32.5,48.0,其他,False
003008,开普检测,32.0,27.2,31.5,15.0,37.5,48.0,其他,False
600054,黄山旅游,32.0,23.3,33.5,25.0,37.5,36.0,其他,False
600662,外服控股,32.0,18.1,33.5,35.0,32.5,36.0,其他,False
002736,国信证券,32.0,22.3,38.5,10.0,32.5,56.0,其他,False
002322,理工能科,32.0,18.7,44.5,20.0,32.5,36.0,其他,False
003038,鑫铂股份,32.0,18.5,38.5,20.0,32.5,48.0,其他,False
002915,中欣氟材,32.0,22.0,55.5,5.0,45.0,20.0,其他,False
000813,德展健康,32.0,24.1,46.5,15.0,42.5,20.0,其他,False
000676,智度股份,32.0,14.5,34.5,35.0,37.5,36.0,其他,False
002016,世荣兆业,32.0,14.1,33.5,40.0,32.5,36.0,其他,False
603239,浙江仙通,32.0,17.1,53.5,10.0,42.5,28.0,其他,False
002588,史丹利,31.9,9.9,33.5,45.0,32.5,36.0,其他,False
002550,千红制药,31.9,16.0,44.5,20.0,37.5,36.0,其他,False
600789,鲁抗医药,31.9,30.0,34.5,10.0,32.5,48.0,其他,False
601900,南方传媒,31.9,21.8,34.5,15.0,32.5,56.0,其他,False
002330,得利斯,31.9,21.6,31.5,20.0,40.0,48.0,其他,False
002758,浙农股份,31.9,14.2,38.5,30.0,37.5,36.0,其他,False
600399,抚顺特钢,31.9,13.8,41.5,25.0,40.0,36.0,其他,False
000708,中信特钢,31.9,20.7,38.5,20.0,40.0,36.0,其他,False
603222,济民健康,31.9,25.9,46.5,10.0,37.5,28.0,其他,False
600418,江淮汽车,31.9,16.7,34.5,25.0,57.5,28.0,其他,False
603717,天域生物,31.9,32.4,46.5,5.0,32.5,28.0,其他,False
000034,神州数码,31.9,2.8,46.5,45.0,37.5,20.0,其他,False
002282,博深股份,31.8,25.8,34.5,10.0,40.0,48.0,其他,False
605050,福然德,31.8,21.7,38.5,20.0,37.5,36.0,其他,False
600256,广汇能源,31.8,35.0,34.5,5.0,37.5,40.0,其他,False
000917,电广传媒,31.8,9.5,41.5,30.0,40.0,36.0,其他,False
603101,汇嘉时代,31.8,9.2,45.5,40.0,25.0,28.0,其他,False
605507,国邦医药,31.8,21.3,27.5,25.0,40.0,48.0,其他,False
002540,亚太科技,31.8,17.7,38.5,25.0,37.5,36.0,磁性材料,False
000735,罗 牛 山,31.8,13.0,41.5,30.0,32.5,36.0,其他,False
002423,中粮资本,31.8,22.7,33.5,20.0,32.5,48.0,其他,False
601999,出版传媒,31.8,10.9,33.5,40.0,37.5,36.0,其他,False
600032,浙江新能,31.8,28.5,46.5,10.0,40.0,20.0,其他,False
601162,天风证券,31.8,23.7,41.5,10.0,30.0,48.0,其他,False
000157,中联重科,31.8,17.0,41.5,25.0,32.5,36.0,其他,False
001234,泰慕士,31.8,23.9,50.5,20.0,25.0,20.0,其他,False
601512,中新集团,31.7,20.1,53.5,15.0,25.0,28.0,其他,False
603551,奥普科技,31.7,22.7,31.5,30.0,32.5,36.0,其他,False
002201,九鼎新材,31.7,13.6,53.5,25.0,22.5,28.0,其他,False
600468,百利电气,31.7,16.5,41.5,25.0,32.5,36.0,其他,False
600751,海航科技,31.7,17.4,34.5,35.0,37.5,28.0,其他,False
003035,南网能源,31.7,20.4,41.5,30.0,25.0,28.0,其他,False
002651,利君股份,31.7,15.6,38.5,30.0,32.5,36.0,其他,False
603586,金麒麟,31.7,21.7,55.5,5.0,25.0,36.0,其他,False
600513,联环药业,31.7,20.7,33.5,35.0,32.5,28.0,其他,False
000503,国新健康,31.7,21.4,34.5,20.0,32.5,48.0,其他,False
000156,华数传媒,31.7,26.7,34.5,10.0,37.5,48.0,其他,False
603300,海南华铁,31.7,13.8,41.5,30.0,30.0,36.0,其他,False
002180,奔图科技,31.7,21.1,46.5,10.0,32.5,40.0,其他,False
600161,天坛生物,31.7,21.6,44.5,10.0,40.0,36.0,其他,False
000058,深 赛 格,31.7,23.7,34.5,25.0,32.5,36.0,其他,False
600859,王府井,31.7,19.1,36.5,25.0,37.5,36.0,其他,False
600757,长江传媒,31.7,22.3,33.5,10.0,40.0,56.0,其他,False
002217,合力泰,31.6,23.5,46.5,20.0,32.5,20.0,其他,False
605296,神农集团,31.6,31.0,46.5,5.0,32.5,28.0,其他,False
000028,国药一致,31.6,27.8,38.5,5.0,25.0,56.0,其他,False
605567,春雪食品,31.6,21.6,31.5,20.0,37.5,48.0,其他,False
002666,德联集团,31.6,21.0,34.5,20.0,32.5,48.0,其他,False
000718,苏宁环球,31.6,28.8,34.5,10.0,32.5,48.0,其他,False
600195,中牧股份,31.6,19.3,38.5,25.0,32.5,36.0,其他,False
002987,京北方,31.6,21.2,43.5,5.0,37.5,48.0,其他,False
000521,长虹美菱,31.6,26.0,34.5,5.0,37.5,56.0,其他,False
600796,钱江生化,31.6,16.2,33.5,35.0,32.5,36.0,其他,False
002140,东华科技,31.6,17.1,36.5,30.0,32.5,36.0,其他,False
002999,天禾股份,31.6,23.2,31.5,35.0,22.5,36.0,其他,False
002605,姚记科技,31.6,17.3,31.5,25.0,37.5,48.0,其他,False
603173,福斯达,31.6,17.0,34.5,25.0,32.5,48.0,其他,False
603278,大业股份,31.5,34.8,46.5,5.0,32.5,20.0,其他,False
003017,大洋生物,31.5,23.1,34.5,30.0,32.5,28.0,其他,False
601633,长城汽车,31.5,15.9,33.5,25.0,40.0,44.0,新能源汽车,False
605009,豪悦护理,31.5,23.9,33.5,25.0,32.5,36.0,其他,False
002523,天桥起重,31.5,20.3,34.5,25.0,37.5,36.0,其他,False
600826,兰生股份,31.5,19.1,41.5,25.0,25.0,36.0,其他,False
002095,生 意 宝,31.5,15.5,31.5,35.0,37.5,36.0,其他,False
002399,海普瑞,31.5,24.7,34.5,10.0,40.0,48.0,其他,False
600827,百联股份,31.5,28.4,34.5,10.0,32.5,48.0,其他,False
000059,华锦股份,31.5,16.1,33.5,35.0,32.5,36.0,其他,False
000061,农 产 品,31.5,10.9,38.5,35.0,32.5,36.0,其他,False
002738,中矿资源,31.5,4.3,45.5,45.0,32.5,20.0,有色金属、工业金属,False
002221,东华能源,31.5,14.2,31.5,35.0,40.0,36.0,其他,False
002279,久其软件,31.5,11.9,41.5,35.0,32.5,28.0,其他,False
002238,天威视讯,31.4,20.8,39.0,10.0,37.5,48.0,其他,False
000927,中国铁物,31.4,28.1,44.5,5.0,32.5,36.0,其他,False
000816,智慧农业,31.4,15.8,41.5,20.0,40.0,36.0,其他,False
603180,金牌家居,31.4,25.5,34.5,10.0,37.5,48.0,其他,False
003027,同兴科技,31.4,27.8,46.5,10.0,37.5,20.0,其他,False
002103,广博股份,31.4,15.5,41.5,25.0,32.5,36.0,其他,False
002911,佛燃能源,31.4,13.1,43.5,25.0,32.5,36.0,其他,False
002889,东方嘉盛,31.4,23.6,39.0,5.0,40.0,48.0,其他,False
601618,中国中冶,31.4,28.1,31.5,5.0,37.5,56.0,其他,False
000009,中国宝安,31.4,19.5,33.5,30.0,32.5,36.0,其他,False
002292,奥飞娱乐,31.4,23.9,34.5,15.0,32.5,48.0,其他,False
605169,洪通燃气,31.4,29.0,39.0,5.0,37.5,40.0,其他,False
000850,华茂股份,31.4,17.0,37.5,20.0,32.5,48.0,其他,False
601789,宁波建工,31.4,30.0,46.5,5.0,32.5,28.0,其他,False
000875,电投绿能,31.3,25.6,46.5,10.0,32.5,28.0,其他,False
605066,天正电气,31.3,27.5,34.5,10.0,32.5,48.0,其他,False
603017,中衡设计,31.3,20.1,53.5,10.0,30.0,28.0,其他,False
002632,道明光学,31.3,19.3,44.5,10.0,37.5,40.0,其他,False
601686,友发集团,31.3,23.2,38.5,5.0,32.5,56.0,其他,False
600518,康美药业,31.3,20.9,37.5,10.0,40.0,48.0,其他,False
000523,红棉股份,31.3,26.9,39.0,5.0,32.5,48.0,其他,False
002884,凌霄泵业,31.3,20.9,31.5,30.0,32.5,36.0,其他,False
603315,福鞍股份,31.3,22.0,46.5,20.0,32.5,20.0,其他,False
000981,山子高科,31.3,17.9,46.5,20.0,32.5,28.0,其他,False
000928,中钢国际,31.2,23.9,41.5,5.0,32.5,48.0,其他,False
002020,京新药业,31.2,22.1,27.5,30.0,37.5,36.0,其他,False
001325,元创股份,31.2,14.7,41.5,30.0,32.5,28.0,其他,False
600861,北京人力,31.2,18.6,33.5,20.0,40.0,44.0,其他,False
000158,常山北明,31.2,10.8,38.5,35.0,30.0,36.0,其他,False
002864,盘龙药业,31.2,20.8,34.5,15.0,37.5,48.0,其他,False
002389,航天彩虹,31.2,21.5,34.5,25.0,32.5,36.0,其他,False
001228,永泰运,31.2,22.6,46.5,5.0,37.5,36.0,其他,False
002982,湘佳股份,31.2,22.2,31.5,20.0,32.5,48.0,其他,False
002661,克明食品,31.2,23.2,36.5,20.0,32.5,36.0,其他,False
000999,华润三九,31.2,21.6,22.5,35.0,32.5,44.0,其他,False
601555,东吴证券,31.2,26.9,34.5,10.0,32.5,48.0,其他,False
002321,华英农业,31.2,17.5,38.5,25.0,32.5,36.0,其他,False
603918,金桥信息,31.2,17.7,34.5,30.0,32.5,36.0,其他,False
605162,新中港,31.2,28.1,41.5,10.0,37.5,28.0,其他,False
601318,中国平安,31.2,25.6,33.5,10.0,37.5,48.0,其他,False
000048,京基智农,31.2,16.2,43.5,20.0,32.5,36.0,其他,False
605028,世茂能源,31.2,16.2,37.5,30.0,37.5,28.0,其他,False
600252,中恒集团,31.1,23.3,36.5,15.0,40.0,36.0,其他,False
600282,南钢股份,31.1,14.4,33.5,35.0,32.5,36.0,其他,False
603334,丰倍生物,31.1,6.6,41.5,35.0,40.0,28.0,其他,False
603177,德创环保,31.1,28.2,34.5,10.0,37.5,40.0,其他,False
605398,新炬网络,31.1,14.8,34.5,30.0,37.5,36.0,其他,False
600557,康缘药业,31.1,17.9,41.5,20.0,32.5,36.0,其他,False
002237,恒邦股份,31.1,13.2,38.5,35.0,32.5,28.0,有色金属,False
603321,梅轮电梯,31.1,27.2,31.5,10.0,37.5,48.0,其他,False
600597,光明乳业,31.1,25.0,33.5,5.0,37.5,56.0,其他,False
603230,内蒙新华,31.1,22.7,34.5,15.0,32.5,48.0,其他,False
600657,信达地产,31.1,29.7,34.5,10.0,47.5,28.0,其他,False
002372,伟星新材,31.1,24.8,38.5,15.0,32.5,36.0,其他,False
002398,垒知集团,31.1,25.8,31.5,10.0,40.0,48.0,其他,False
003012,东鹏控股,31.1,18.4,41.5,10.0,47.5,36.0,其他,False
002190,成飞集成,31.1,17.0,46.5,20.0,32.5,28.0,其他,False
000541,佛山照明,31.1,20.9,38.5,5.0,57.5,36.0,其他,False
000505,京粮控股,31.1,24.8,46.5,5.0,32.5,36.0,其他,False
600280,中央商场,31.0,25.2,31.5,15.0,32.5,48.0,其他,False
000568,泸州老窖,31.0,19.7,27.5,35.0,32.5,36.0,白酒,False
000596,古井贡酒,31.0,11.2,33.5,35.0,37.5,36.0,白酒,False
603215,比依股份,31.0,21.7,37.5,20.0,32.5,36.0,其他,False
002933,新兴装备,31.0,22.4,34.5,10.0,40.0,48.0,其他,False
600028,中国石化,31.0,16.1,26.0,30.0,30.0,56.0,其他,False
603628,清源股份,31.0,13.6,41.5,25.0,32.5,36.0,其他,False
002381,双箭股份,31.0,29.3,31.5,5.0,40.0,48.0,其他,False
603062,麦加芯彩,31.0,28.6,46.5,5.0,32.5,28.0,其他,False
603192,汇得科技,31.0,14.0,41.5,20.0,40.0,36.0,其他,False
600648,外高桥,31.0,28.5,31.5,10.0,25.0,56.0,其他,False
002361,神剑股份,31.0,29.4,53.5,5.0,25.0,20.0,其他,False
601007,金陵饭店,30.9,13.2,33.5,40.0,25.0,36.0,其他,False
603798,康普顿,30.9,28.3,46.5,10.0,32.5,20.0,其他,False
603810,丰山集团,30.9,15.7,31.5,30.0,40.0,36.0,其他,False
002539,云图控股,30.9,17.4,33.5,35.0,32.5,28.0,其他,False
002537,海联金汇,30.9,12.3,38.5,30.0,32.5,36.0,其他,False
600800,渤海化学,30.9,28.4,34.5,25.0,32.5,20.0,其他,False
002408,齐翔腾达,30.9,22.3,36.5,20.0,32.5,36.0,其他,False
600764,中国海防,30.9,16.3,38.5,25.0,32.5,36.0,其他,False
002270,华明装备,30.9,8.9,34.5,45.0,32.5,28.0,其他,False
600308,华泰股份,30.9,20.5,41.5,20.0,25.0,36.0,其他,False
601238,广汽集团,30.8,18.0,36.5,20.0,40.0,36.0,新能源汽车,False
603161,科华控股,30.8,23.8,37.5,5.0,37.5,48.0,其他,False
600731,湖南海利,30.8,13.2,33.5,30.0,40.0,36.0,其他,False
000678,襄阳轴承,30.8,28.9,39.0,5.0,32.5,40.0,其他,False
600628,新世界,30.8,22.2,33.5,15.0,32.5,48.0,其他,False
000897,津滨发展,30.8,28.2,31.5,10.0,32.5,48.0,其他,False
603299,苏盐井神,30.8,26.5,34.5,10.0,30.0,48.0,其他,False
002060,广东建工,30.8,32.6,34.5,5.0,25.0,48.0,其他,False
003002,壶化股份,30.8,17.1,50.5,10.0,37.5,28.0,其他,False
603908,牧高笛,30.8,26.0,31.5,10.0,37.5,48.0,其他,False
600691,潞化科技,30.8,16.7,33.5,35.0,25.0,36.0,其他,False
600959,江苏有线,30.8,29.2,34.5,5.0,32.5,48.0,其他,False
603927,中科软,30.8,23.0,34.5,10.0,37.5,48.0,其他,False
600257,大湖股份,30.7,15.3,38.5,25.0,32.5,36.0,其他,False
603348,文灿股份,30.7,14.5,38.5,20.0,42.5,36.0,其他,False
601089,福元医药,30.7,15.8,38.5,20.0,40.0,36.0,其他,False
600159,大龙地产,30.7,27.8,43.5,5.0,37.5,28.0,其他,False
600516,方大炭素,30.7,22.3,31.5,25.0,32.5,36.0,有色金属,False
600346,恒力石化,30.7,1.2,33.5,50.0,40.0,28.0,其他,False
600612,老凤祥,30.7,19.9,33.5,20.0,32.5,44.0,其他,False
600970,中材国际,30.7,21.0,41.5,5.0,47.5,36.0,其他,False
000665,湖北广电,30.7,28.9,34.5,5.0,32.5,48.0,其他,False
002276,万马股份,30.7,16.8,34.5,25.0,37.5,36.0,其他,False
600085,同仁堂,30.7,20.4,33.5,15.0,40.0,44.0,其他,False
000995,皇台酒业,30.7,17.0,39.0,20.0,45.0,28.0,其他,False
000936,华西股份,30.7,11.6,46.5,25.0,32.5,28.0,其他,False
002019,亿帆医药,30.7,16.4,33.5,30.0,32.5,36.0,其他,False
000014,沙河股份,30.7,12.7,33.5,35.0,32.5,36.0,其他,False
002727,一心堂,30.6,18.3,31.5,25.0,40.0,36.0,其他,False
600876,凯盛新能,30.6,22.6,44.5,5.0,32.5,40.0,其他,False
601921,浙版传媒,30.6,26.0,38.5,10.0,25.0,44.0,其他,False
600478,科力远,30.6,13.1,33.5,35.0,30.0,36.0,其他,False
002561,徐家汇,30.6,21.5,33.5,15.0,32.5,48.0,其他,False
000683,博源化工,30.6,12.6,33.5,35.0,40.0,28.0,其他,False
603982,泉峰汽车,30.6,24.2,27.0,20.0,32.5,48.0,其他,False
600327,大东方,30.6,27.6,31.5,10.0,32.5,48.0,其他,False
603613,国联股份,30.6,19.9,53.5,5.0,32.5,28.0,其他,False
002342,巨力索具,30.6,6.6,50.5,25.0,42.5,20.0,其他,False
002486,嘉麟杰,30.6,22.4,31.5,20.0,40.0,36.0,其他,False
002629,仁智股份,30.6,16.9,51.0,5.0,52.5,20.0,其他,False
002418,康盛股份,30.5,33.9,46.5,5.0,25.0,20.0,其他,False
002467,二六三,30.5,15.8,34.5,30.0,30.0,36.0,其他,False
600839,四川长虹,30.5,16.0,38.5,20.0,37.5,36.0,其他,False
600983,惠而浦,30.5,13.9,54.0,5.0,25.0,44.0,其他,False
002385,大北农,30.5,15.6,33.5,20.0,40.0,44.0,其他,False
600448,华纺股份,30.5,25.9,43.5,5.0,40.0,28.0,其他,False
002697,红旗连锁,30.5,20.7,33.5,10.0,32.5,56.0,其他,False
002101,广东鸿图,30.4,19.2,38.5,5.0,32.5,56.0,其他,False
603686,福龙马,30.4,10.3,38.5,30.0,32.5,36.0,其他,False
002551,尚荣医疗,30.4,28.2,31.5,5.0,37.5,48.0,其他,False
600975,新五丰,30.4,27.4,34.5,5.0,32.5,48.0,其他,False
001318,阳光乳业,30.4,19.6,38.5,10.0,32.5,48.0,其他,False
001239,永达股份,30.4,27.4,34.5,5.0,32.5,48.0,其他,False
002949,华阳国际,30.4,24.9,34.5,10.0,30.0,48.0,其他,False
600022,山东钢铁,30.4,19.9,38.5,5.0,40.0,48.0,其他,False
600397,江钨装备,30.4,11.6,34.5,40.0,30.0,28.0,其他,False
600389,江山股份,30.4,19.4,38.5,25.0,30.0,28.0,其他,False
603109,神驰机电,30.4,14.5,41.5,25.0,25.0,36.0,其他,False
600609,金杯汽车,30.4,15.7,38.5,20.0,37.5,36.0,其他,False
600488,津药药业,30.3,23.2,46.5,15.0,30.0,20.0,其他,False
001217,华尔泰,30.3,13.7,38.5,25.0,32.5,36.0,其他,False
002426,胜利精密,30.3,27.7,34.5,5.0,40.0,40.0,其他,False
002771,真视通,30.3,10.6,41.5,25.0,32.5,36.0,其他,False
002242,九阳股份,30.3,17.5,50.5,10.0,32.5,28.0,其他,False
002660,茂硕电源,30.3,24.6,34.5,5.0,37.5,48.0,其他,False
000659,珠海中富,30.3,26.6,39.0,5.0,32.5,40.0,其他,False
002163,海南发展,30.2,9.7,38.5,35.0,32.5,28.0,其他,False
002809,红墙股份,30.2,9.9,34.5,35.0,40.0,28.0,其他,False
603350,安乃达,30.2,23.0,34.5,5.0,40.0,48.0,其他,False
600201,生物股份,30.2,13.7,34.5,30.0,40.0,28.0,其他,False
603569,长久物流,30.2,26.7,34.5,5.0,32.5,48.0,其他,False
600765,中航重机,30.2,13.4,38.5,25.0,32.5,36.0,其他,False
603766,隆鑫通用,30.2,22.4,42.5,5.0,37.5,36.0,其他,False
002146,荣盛发展,30.2,24.3,34.5,5.0,37.5,48.0,其他,False
002045,国光电器,30.2,24.4,34.5,5.0,37.5,48.0,其他,False
000498,山东路桥,30.2,23.5,33.5,5.0,32.5,56.0,其他,False
000068,华控赛格,30.2,25.0,46.5,5.0,32.5,28.0,其他,False
002907,华森制药,30.2,21.2,38.5,15.0,32.5,36.0,其他,False
000888,峨眉山Ａ,30.2,11.8,33.5,30.0,37.5,36.0,其他,False
603131,上海沪工,30.1,24.8,46.5,5.0,32.5,28.0,其他,False
002984,森麒麟,30.1,15.3,33.5,25.0,37.5,36.0,其他,False
603829,洛凯股份,30.1,21.9,50.5,5.0,30.0,28.0,其他,False
002992,宝明科技,30.1,13.8,38.5,25.0,30.0,36.0,其他,False
603861,白云电器,30.1,27.8,34.5,5.0,37.5,40.0,其他,False
002035,华帝股份,30.1,21.4,33.5,15.0,32.5,44.0,其他,False
600335,国机汽车,30.1,26.1,34.5,5.0,32.5,48.0,其他,False
601390,中国中铁,30.1,18.2,38.5,5.0,32.5,56.0,其他,False
600278,东方创业,30.1,26.0,34.5,5.0,32.5,48.0,其他,False
605179,一鸣食品,30.1,13.9,33.5,30.0,32.5,36.0,其他,False
002686,亿利达,30.1,20.9,46.5,10.0,32.5,28.0,其他,False
600629,华建集团,30.1,26.1,41.5,5.0,40.0,28.0,其他,False
002206,海 利 得,30.1,18.5,38.5,10.0,32.5,48.0,其他,False
002219,新里程,30.1,22.2,34.5,10.0,32.5,48.0,其他,False
603611,诺力股份,30.1,22.3,34.5,10.0,32.5,48.0,其他,False
000898,鞍钢股份,30.1,21.9,41.5,5.0,40.0,36.0,其他,False
002419,天虹股份,30.0,17.3,33.5,25.0,32.5,36.0,其他,False
600096,云天化,30.0,18.1,22.5,35.0,37.5,36.0,其他,False
000153,丰原药业,30.0,26.1,31.5,10.0,30.0,48.0,其他,False
600208,衢州发展,30.0,5.4,43.5,35.0,37.5,20.0,其他,False
000710,贝瑞基因,30.0,16.3,46.5,15.0,32.5,28.0,其他,False
600248,陕建股份,30.0,27.5,38.5,5.0,25.0,44.0,其他,False
002093,国脉科技,29.9,6.3,41.5,30.0,30.0,36.0,其他,False
002912,中新赛克,29.9,11.6,27.0,40.0,32.5,36.0,其他,False
600690,海尔智家,29.9,24.3,31.5,10.0,32.5,48.0,其他,False
600108,亚盛集团,29.9,17.4,33.5,25.0,40.0,28.0,其他,False
600748,上实发展,29.9,27.8,46.5,5.0,32.5,20.0,其他,False
600979,广安爱众,29.9,28.3,41.5,10.0,25.0,28.0,其他,False
002589,瑞康医药,29.9,21.3,38.5,5.0,32.5,48.0,其他,False
000560,我爱我家,29.9,23.6,46.5,5.0,32.5,28.0,其他,False
000030,富奥股份,29.9,17.9,36.5,20.0,32.5,36.0,其他,False
002891,中宠股份,29.8,8.6,33.5,40.0,25.0,36.0,其他,False
600010,包钢股份,29.8,24.2,41.5,5.0,32.5,36.0,有色金属、工业金属,False
002639,雪人集团,29.8,4.1,38.5,40.0,32.5,28.0,其他,False
